localBodyCode,status,matched_district(s)
259921,FULL MATCH,46
260112,FULL MATCH,47
260288,FULL MATCH,575
260289,FULL MATCH,584
260290,FULL MATCH,569
260291,FULL MATCH,588
260292,FULL MATCH,575
260293,FULL MATCH,591
260469,FULL MATCH,221
260558,FULL MATCH,"513, 691"
260663,FULL MATCH,733
260677,FULL MATCH,597
260678,FULL MATCH,597
260709,FULL MATCH,692
260770,FULL MATCH,28
260771,FULL MATCH,28
260778,FULL MATCH,28
260779,FULL MATCH,28
260780,FULL MATCH,28
260781,FULL MATCH,28
260782,FULL MATCH,28
261446,FULL MATCH,42
261450,FULL MATCH,42
261687,FULL MATCH,272
261688,FULL MATCH,270
261689,FULL MATCH,271
261690,FULL MATCH,653
261691,FULL MATCH,653
261692,FULL MATCH,272
261762,FULL MATCH,"30, 41"
262094,FULL MATCH,759
262119,FULL MATCH,66
262120,FULL MATCH,61
262832,FULL MATCH,55
262841,FULL MATCH,57
262842,FULL MATCH,"55, 57"
262843,FULL MATCH,52
262847,FULL MATCH,50
262858,AMBIGUOUS MATCH,50
262882,FULL MATCH,52
262883,FULL MATCH,53
262892,FULL MATCH,"280, 739"
262901,FULL MATCH,54
262902,FULL MATCH,54
262903,NO MATCH,
262906,FULL MATCH,"28, 37"
262908,FULL MATCH,422
262922,FULL MATCH,"48, 56"
262977,FULL MATCH,391
262987,FULL MATCH,367
262988,FULL MATCH,38
262989,FULL MATCH,"31, 38"
262992,FULL MATCH,422
262993,FULL MATCH,437
262994,FULL MATCH,367
263000,FULL MATCH,361
263005,FULL MATCH,359
263006,FULL MATCH,345
263007,AMBIGUOUS MATCH,"98, 109, 112, 117"
263008,AMBIGUOUS MATCH,"91, 98, 112, 117"
263009,FULL MATCH,358
263010,FULL MATCH,430
263017,FULL MATCH,290
263020,FULL MATCH,"409, 418"
263068,FULL MATCH,515
263072,FULL MATCH,"399, 785"
263154,FULL MATCH,419
263155,FULL MATCH,419
263205,FULL MATCH,435
263211,FULL MATCH,432
263214,FULL MATCH,694
263216,FULL MATCH,512
263217,FULL MATCH,"394, 399"
263218,FULL MATCH,394
263222,FULL MATCH,700
263293,FULL MATCH,547
263324,FULL MATCH,355
263336,FULL MATCH,"350, 355"
263345,FULL MATCH,364
263348,FULL MATCH,156
263350,FULL MATCH,659
263351,FULL MATCH,162
263352,FULL MATCH,156
263353,FULL MATCH,156
263354,FULL MATCH,156
263355,FULL MATCH,156
263356,FULL MATCH,123
263358,FULL MATCH,152
263359,FULL MATCH,"131, 182"
263361,FULL MATCH,394
263362,FULL MATCH,484
263363,FULL MATCH,484
263364,FULL MATCH,484
263834,FULL MATCH,495
263884,FULL MATCH,495
265121,FULL MATCH,643
265437,AMBIGUOUS MATCH,"212, 218"
265438,FULL MATCH,218
265713,FULL MATCH,473
265791,FULL MATCH,473
265847,FULL MATCH,"390, 429"
266073,AMBIGUOUS MATCH,"488, 500"
270654,FULL MATCH,168
271990,FULL MATCH,297
272842,FULL MATCH,500
272845,FULL MATCH,500
272866,FULL MATCH,58
272880,AMBIGUOUS MATCH,"554, 555"
272881,AMBIGUOUS MATCH,555
272882,AMBIGUOUS MATCH,555
272883,AMBIGUOUS MATCH,555
272884,AMBIGUOUS MATCH,"555, 557"
272885,AMBIGUOUS MATCH,"555, 557"
272889,AMBIGUOUS MATCH,"555, 559"
272890,AMBIGUOUS MATCH,"555, 557"
272891,AMBIGUOUS MATCH,"555, 560"
272892,AMBIGUOUS MATCH,555
272896,AMBIGUOUS MATCH,555
272897,AMBIGUOUS MATCH,"555, 561"
272898,AMBIGUOUS MATCH,"555, 561"
272899,AMBIGUOUS MATCH,"555, 561, 562"
272900,AMBIGUOUS MATCH,"555, 561"
272901,AMBIGUOUS MATCH,"555, 562"
272902,AMBIGUOUS MATCH,555
272903,AMBIGUOUS MATCH,"555, 562"
272904,AMBIGUOUS MATCH,"555, 562"
272905,AMBIGUOUS MATCH,555
272906,AMBIGUOUS MATCH,555
272907,AMBIGUOUS MATCH,555
272908,AMBIGUOUS MATCH,"555, 564"
272909,AMBIGUOUS MATCH,"555, 566"
272910,AMBIGUOUS MATCH,"555, 567"
272911,AMBIGUOUS MATCH,"555, 567"
272912,AMBIGUOUS MATCH,"555, 562"
272915,AMBIGUOUS MATCH,"555, 557"
273006,AMBIGUOUS MATCH,320
273007,FULL MATCH,319
273379,FULL MATCH,412
273465,FULL MATCH,382
273466,FULL MATCH,382
273467,FULL MATCH,382
273468,FULL MATCH,382
273471,FULL MATCH,"43, 737"
274218,FULL MATCH,"34, 35"
274350,FULL MATCH,402
274457,FULL MATCH,45
274458,FULL MATCH,"58, 76"
274461,FULL MATCH,57
274794,FULL MATCH,22
274797,FULL MATCH,18
274814,AMBIGUOUS MATCH,"326, 607"
274815,FULL MATCH,328
274820,FULL MATCH,145
274822,FULL MATCH,"144, 145"
274823,FULL MATCH,144
275535,FULL MATCH,18
275633,NO MATCH,
275661,FULL MATCH,56
275665,FULL MATCH,47
275670,FULL MATCH,50
275691,AMBIGUOUS MATCH,"97, 112, 117"
275726,FULL MATCH,470
275728,FULL MATCH,466
275729,AMBIGUOUS MATCH,"466, 491"
275730,FULL MATCH,466
275731,FULL MATCH,470
275732,FULL MATCH,470
275734,FULL MATCH,"479, 489"
276024,FULL MATCH,459
276026,FULL MATCH,"442, 459"
276216,FULL MATCH,247
276217,FULL MATCH,"244, 250, 613, 758, 764"
276218,FULL MATCH,249
276219,FULL MATCH,250
276220,FULL MATCH,"248, 251"
276221,FULL MATCH,246
276222,FULL MATCH,788
276223,FULL MATCH,"249, 736, 765"
276224,FULL MATCH,"614, 765"
276225,FULL MATCH,"249, 736, 765"
276226,FULL MATCH,613
276227,FULL MATCH,247
276228,FULL MATCH,247
276267,FULL MATCH,491
276268,FULL MATCH,491
276270,FULL MATCH,491
276272,FULL MATCH,478
276273,FULL MATCH,478
276274,FULL MATCH,472
276275,FULL MATCH,472
276276,FULL MATCH,487
276277,FULL MATCH,487
276278,FULL MATCH,487
276279,FULL MATCH,487
276280,FULL MATCH,487
276281,FULL MATCH,487
276283,FULL MATCH,475
276284,FULL MATCH,475
276286,FULL MATCH,475
276287,FULL MATCH,475
276288,FULL MATCH,475
276289,FULL MATCH,468
276290,FULL MATCH,468
276291,FULL MATCH,468
276292,FULL MATCH,468
276293,AMBIGUOUS MATCH,"467, 490, 499"
276294,FULL MATCH,499
276295,FULL MATCH,492
276296,FULL MATCH,480
276297,FULL MATCH,489
276301,FULL MATCH,496
276302,FULL MATCH,496
276303,FULL MATCH,496
276305,FULL MATCH,484
276308,FULL MATCH,500
276309,FULL MATCH,500
276310,FULL MATCH,500
276312,FULL MATCH,488
276313,AMBIGUOUS MATCH,"488, 500"
276315,FULL MATCH,665
276316,FULL MATCH,665
276317,FULL MATCH,665
276318,FULL MATCH,"497, 665"
276319,FULL MATCH,471
276320,FULL MATCH,466
276321,FULL MATCH,495
276323,FULL MATCH,471
276324,FULL MATCH,471
276325,FULL MATCH,471
276327,FULL MATCH,475
276329,FULL MATCH,475
276330,FULL MATCH,475
276331,FULL MATCH,466
276332,FULL MATCH,"467, 499"
276333,FULL MATCH,485
276339,FULL MATCH,474
276345,FULL MATCH,486
276346,FULL MATCH,493
276348,AMBIGUOUS MATCH,"490, 493"
276349,FULL MATCH,493
276350,FULL MATCH,493
276352,AMBIGUOUS MATCH,326
276353,FULL MATCH,469
276355,FULL MATCH,473
276356,FULL MATCH,473
276357,FULL MATCH,473
276358,FULL MATCH,473
276359,FULL MATCH,473
276361,FULL MATCH,473
276362,FULL MATCH,473
276363,FULL MATCH,476
276364,FULL MATCH,476
276365,FULL MATCH,476
276366,FULL MATCH,476
276368,FULL MATCH,476
276369,FULL MATCH,479
276370,FULL MATCH,479
276371,FULL MATCH,479
276372,FULL MATCH,479
276373,FULL MATCH,481
276374,FULL MATCH,481
276375,FULL MATCH,481
276376,FULL MATCH,481
276377,FULL MATCH,481
276378,FULL MATCH,498
276379,FULL MATCH,498
276380,FULL MATCH,498
276381,FULL MATCH,494
276383,FULL MATCH,494
276386,AMBIGUOUS MATCH,608
276399,FULL MATCH,61
276400,AMBIGUOUS MATCH,"78, 80, 81"
276401,AMBIGUOUS MATCH,"82, 84, 85, 794"
276402,AMBIGUOUS MATCH,"83, 84, 85, 670"
276405,FULL MATCH,215
276406,FULL MATCH,201
276409,FULL MATCH,518
276410,FULL MATCH,"518, 700"
276411,FULL MATCH,700
276412,FULL MATCH,700
276414,FULL MATCH,494
276415,FULL MATCH,494
276416,FULL MATCH,494
276417,FULL MATCH,494
276421,FULL MATCH,478
276425,FULL MATCH,640
276429,FULL MATCH,209
276434,FULL MATCH,367
276440,NO MATCH,
276447,NO MATCH,
276459,FULL MATCH,47
276463,FULL MATCH,525
276464,FULL MATCH,"525, 526"
276470,FULL MATCH,738
276474,FULL MATCH,738
276477,FULL MATCH,527
276483,FULL MATCH,527
276496,FULL MATCH,543
276497,FULL MATCH,543
276498,FULL MATCH,259
276500,FULL MATCH,"253, 711"
276501,FULL MATCH,"252, 714"
276502,FULL MATCH,259
276503,FULL MATCH,"713, 714, 715"
276505,NO MATCH,
276506,FULL MATCH,256
276508,FULL MATCH,"255, 717"
276509,FULL MATCH,"256, 712"
276510,FULL MATCH,"253, 711"
276511,FULL MATCH,259
276513,FULL MATCH,"255, 259, 717"
276514,NO MATCH,
276515,FULL MATCH,256
276516,FULL MATCH,635
276519,FULL MATCH,546
276521,FULL MATCH,540
276522,FULL MATCH,546
276523,FULL MATCH,546
276524,FULL MATCH,546
276525,FULL MATCH,256
276526,FULL MATCH,631
276527,FULL MATCH,"255, 259, 717"
276529,FULL MATCH,524
276530,NO MATCH,
276532,FULL MATCH,528
276533,FULL MATCH,525
276534,FULL MATCH,528
276535,FULL MATCH,738
276536,FULL MATCH,"253, 711"
276537,FULL MATCH,525
276538,FULL MATCH,528
276539,FULL MATCH,525
276540,FULL MATCH,530
276541,FULL MATCH,530
276542,FULL MATCH,533
276543,FULL MATCH,530
276544,FULL MATCH,530
276545,FULL MATCH,"256, 712"
276546,FULL MATCH,259
276547,FULL MATCH,"255, 256"
276548,FULL MATCH,"255, 256, 259"
276549,FULL MATCH,256
276550,FULL MATCH,256
276551,FULL MATCH,256
276552,FULL MATCH,"256, 259"
276553,FULL MATCH,"256, 712"
276554,FULL MATCH,534
276555,FULL MATCH,534
276556,FULL MATCH,535
276557,FULL MATCH,530
276558,FULL MATCH,530
276559,FULL MATCH,530
276560,FULL MATCH,635
276562,FULL MATCH,28
276563,FULL MATCH,527
276564,FULL MATCH,527
276565,FULL MATCH,527
276567,FULL MATCH,527
276568,FULL MATCH,527
276569,FULL MATCH,527
276571,AMBIGUOUS MATCH,478
276572,FULL MATCH,550
276574,FULL MATCH,527
276575,FULL MATCH,527
276576,FULL MATCH,527
276577,FULL MATCH,527
276578,FULL MATCH,527
276579,FULL MATCH,527
276581,NO MATCH,
276583,FULL MATCH,527
276584,FULL MATCH,7
276585,FULL MATCH,7
276586,FULL MATCH,7
276587,FULL MATCH,14
276588,FULL MATCH,14
276589,FULL MATCH,14
276590,FULL MATCH,627
276591,FULL MATCH,627
276592,FULL MATCH,12
276593,FULL MATCH,12
276594,FULL MATCH,7
276597,FULL MATCH,524
276599,FULL MATCH,543
276600,AMBIGUOUS MATCH,525
276601,FULL MATCH,543
276602,FULL MATCH,544
276604,FULL MATCH,543
276605,FULL MATCH,546
276606,FULL MATCH,485
276611,FULL MATCH,738
276616,FULL MATCH,54
276618,FULL MATCH,527
276621,FULL MATCH,237
276622,FULL MATCH,232
276623,FULL MATCH,485
276625,FULL MATCH,22
276626,FULL MATCH,18
276627,FULL MATCH,16
276628,FULL MATCH,347
276631,FULL MATCH,348
276632,FULL MATCH,348
276633,FULL MATCH,498
276634,FULL MATCH,468
276635,FULL MATCH,480
276636,FULL MATCH,491
276637,FULL MATCH,490
276639,FULL MATCH,26
276642,FULL MATCH,195
276643,NO MATCH,
276644,FULL MATCH,212
276645,FULL MATCH,212
276646,FULL MATCH,215
276647,FULL MATCH,"31, 38"
276648,FULL MATCH,200
277098,FULL MATCH,212
277103,FULL MATCH,"209, 219"
277125,FULL MATCH,224
277126,FULL MATCH,213
277127,FULL MATCH,213
277128,FULL MATCH,213
277129,FULL MATCH,191
277130,FULL MATCH,191
277131,FULL MATCH,222
277133,FULL MATCH,"188, 214"
277134,FULL MATCH,192
277135,FULL MATCH,"332, 334"
277136,FULL MATCH,191
277137,FULL MATCH,340
277138,FULL MATCH,329
277139,FULL MATCH,164
277143,FULL MATCH,"291, 756"
277144,FULL MATCH,288
277145,FULL MATCH,297
277146,FULL MATCH,300
277147,FULL MATCH,"291, 756"
277148,FULL MATCH,292
277149,FULL MATCH,"288, 706"
277150,FULL MATCH,293
277151,FULL MATCH,"301, 705"
277152,FULL MATCH,282
277162,FULL MATCH,"51, 56"
277163,FULL MATCH,55
277164,FULL MATCH,55
277165,FULL MATCH,438
277167,FULL MATCH,444
277169,AMBIGUOUS MATCH,"449, 450"
277170,FULL MATCH,"448, 675"
277171,FULL MATCH,675
277183,FULL MATCH,"55, 57"
277185,FULL MATCH,126
277186,AMBIGUOUS MATCH,"129, 170"
277188,FULL MATCH,143
277189,FULL MATCH,"123, 168"
277190,FULL MATCH,45
277192,FULL MATCH,174
277194,NO MATCH,
277196,FULL MATCH,42
277197,FULL MATCH,31
277198,FULL MATCH,651
277199,FULL MATCH,37
277200,FULL MATCH,34
277201,FULL MATCH,"34, 35"
277202,FULL MATCH,"32, 662"
277203,FULL MATCH,608
277231,AMBIGUOUS MATCH,"98, 110, 112, 117, 768"
277232,AMBIGUOUS MATCH,"86, 112, 117"
277233,AMBIGUOUS MATCH,"98, 112, 117, 770"
277234,AMBIGUOUS MATCH,"98, 112, 115, 117"
277235,AMBIGUOUS MATCH,"92, 98, 112, 117"
277237,FULL MATCH,401
277315,FULL MATCH,790
277316,FULL MATCH,790
277317,FULL MATCH,790
277318,AMBIGUOUS MATCH,"261, 727"
277319,FULL MATCH,749
277411,FULL MATCH,484
277413,FULL MATCH,478
277475,FULL MATCH,490
277531,AMBIGUOUS MATCH,"170, 174"
277601,AMBIGUOUS MATCH,"98, 112, 114, 117"
277602,AMBIGUOUS MATCH,"88, 98, 112, 117"
279714,FULL MATCH,"275, 657"
281989,FULL MATCH,137
282009,FULL MATCH,658
289237,FULL MATCH,131
289244,FULL MATCH,310
289251,FULL MATCH,75
289253,FULL MATCH,68
289254,FULL MATCH,76
289259,FULL MATCH,415
289260,FULL MATCH,415
289549,FULL MATCH,681
289552,FULL MATCH,282
289553,FULL MATCH,293
289710,FULL MATCH,432
290025,FULL MATCH,189
290059,FULL MATCH,221
290060,FULL MATCH,695
290061,FULL MATCH,681
290062,FULL MATCH,695
290063,FULL MATCH,"508, 681, 682"
290064,FULL MATCH,508
290067,FULL MATCH,685
290068,FULL MATCH,509
290069,FULL MATCH,688
290070,FULL MATCH,688
290071,FULL MATCH,"522, 688"
290072,FULL MATCH,721
290073,FULL MATCH,"512, 693"
290074,FULL MATCH,"512, 698, 721"
290075,FULL MATCH,684
290076,FULL MATCH,684
290077,FULL MATCH,684
290078,FULL MATCH,513
290079,FULL MATCH,"513, 692"
290080,FULL MATCH,"513, 691"
290081,FULL MATCH,700
290082,FULL MATCH,700
290083,FULL MATCH,700
290084,FULL MATCH,700
290085,FULL MATCH,700
290086,FULL MATCH,700
290087,FULL MATCH,700
290088,FULL MATCH,700
290089,FULL MATCH,514
290090,FULL MATCH,514
290091,FULL MATCH,514
290092,FULL MATCH,680
290093,FULL MATCH,516
290094,FULL MATCH,"682, 687"
290095,FULL MATCH,682
290096,FULL MATCH,518
290097,FULL MATCH,518
290098,FULL MATCH,518
290099,FULL MATCH,518
290100,FULL MATCH,518
290102,FULL MATCH,518
290104,FULL MATCH,518
290131,FULL MATCH,"685, 691"
290132,FULL MATCH,"689, 692"
290133,FULL MATCH,"514, 696"
290134,FULL MATCH,"696, 697"
290135,FULL MATCH,"518, 698"
290136,FULL MATCH,"698, 721"
290137,FULL MATCH,"522, 686, 689"
290138,FULL MATCH,"512, 693"
290139,FULL MATCH,693
290140,FULL MATCH,"512, 693"
290141,FULL MATCH,697
290142,FULL MATCH,"512, 693, 721"
290143,FULL MATCH,697
290144,FULL MATCH,697
290145,FULL MATCH,697
290146,FULL MATCH,697
290147,FULL MATCH,684
290148,FULL MATCH,700
290149,AMBIGUOUS MATCH,518
290150,FULL MATCH,518
290151,AMBIGUOUS MATCH,"507, 691, 700"
290152,FULL MATCH,691
290153,FULL MATCH,691
290154,FULL MATCH,700
290201,FULL MATCH,"516, 685"
290250,FULL MATCH,"154, 171, 659"
290251,AMBIGUOUS MATCH,"132, 171"
290253,FULL MATCH,434
290256,FULL MATCH,434
290257,FULL MATCH,434
290258,FULL MATCH,434
290271,FULL MATCH,402
290272,FULL MATCH,402
290276,FULL MATCH,"420, 434"
290285,FULL MATCH,434
290306,FULL MATCH,434
290323,FULL MATCH,"434, 722"
290343,FULL MATCH,434
290358,AMBIGUOUS MATCH,"484, 493"
290364,FULL MATCH,329
290379,FULL MATCH,402
290381,FULL MATCH,416
290382,AMBIGUOUS MATCH,"415, 434, 722"
290383,FULL MATCH,427
290389,FULL MATCH,402
290390,FULL MATCH,404
290392,FULL MATCH,395
290394,FULL MATCH,403
290395,FULL MATCH,785
290429,FULL MATCH,418
290430,FULL MATCH,500
290431,FULL MATCH,58
290432,AMBIGUOUS MATCH,"87, 98, 112, 117, 782"
290433,FULL MATCH,480
290434,FULL MATCH,480
290447,FULL MATCH,583
290455,FULL MATCH,634
290460,AMBIGUOUS MATCH,741
290462,FULL MATCH,400
293808,FULL MATCH,399
293809,FULL MATCH,437
293817,FULL MATCH,419
293818,FULL MATCH,722
293819,FULL MATCH,"426, 784"
293820,FULL MATCH,418
293821,FULL MATCH,722
293822,FULL MATCH,414
293826,FULL MATCH,400
293827,FULL MATCH,"434, 722"
293842,FULL MATCH,109
293843,AMBIGUOUS MATCH,107
293844,FULL MATCH,102
294879,FULL MATCH,514
296250,AMBIGUOUS MATCH,"517, 754, 790"
296256,AMBIGUOUS MATCH,"517, 523, 790"
296257,FULL MATCH,503
296259,FULL MATCH,790
296260,AMBIGUOUS MATCH,"517, 755, 790"
296261,AMBIGUOUS MATCH,"517, 751, 790"
296262,AMBIGUOUS MATCH,"517, 751, 790"
296263,FULL MATCH,790
296264,FULL MATCH,749
296328,AMBIGUOUS MATCH,"515, 517, 790"
296874,FULL MATCH,378
296909,FULL MATCH,"477, 489"
296910,FULL MATCH,477
296912,FULL MATCH,490
296915,AMBIGUOUS MATCH,"87, 98, 112, 117"
296916,AMBIGUOUS MATCH,"87, 98, 112, 117"
296922,AMBIGUOUS MATCH,"102, 112, 117, 782"
296923,AMBIGUOUS MATCH,"98, 112, 117, 782"
296924,AMBIGUOUS MATCH,"98, 107, 112, 117"
296925,AMBIGUOUS MATCH,"97, 98, 102, 112, 117"
296926,AMBIGUOUS MATCH,"98, 112, 117"
296927,FULL MATCH,115
296930,AMBIGUOUS MATCH,"98, 112, 117"
296931,AMBIGUOUS MATCH,"98, 112, 117"
296932,AMBIGUOUS MATCH,"108, 112, 117"
296933,AMBIGUOUS MATCH,"98, 109, 112, 117"
296934,AMBIGUOUS MATCH,"89, 98, 112, 117"
296935,FULL MATCH,"100, 101"
296936,AMBIGUOUS MATCH,"98, 112, 113, 117"
296954,FULL MATCH,534
296955,FULL MATCH,540
296973,FULL MATCH,301
296975,FULL MATCH,"525, 526"
296976,FULL MATCH,635
296977,FULL MATCH,532
296978,FULL MATCH,538
296984,FULL MATCH,12
296985,FULL MATCH,"3, 8"
296986,FULL MATCH,177
296987,FULL MATCH,622
296988,FULL MATCH,622
296989,FULL MATCH,622
296990,FULL MATCH,1
296991,FULL MATCH,1
296992,FULL MATCH,"283, 617"
296999,FULL MATCH,281
297006,FULL MATCH,496
297009,FULL MATCH,26
297010,FULL MATCH,25
297011,FULL MATCH,20
297012,FULL MATCH,20
297013,FULL MATCH,23
297014,FULL MATCH,23
297015,FULL MATCH,18
297017,FULL MATCH,518
297020,FULL MATCH,160
297022,FULL MATCH,186
297023,FULL MATCH,124
297024,AMBIGUOUS MATCH,160
297025,FULL MATCH,181
297026,FULL MATCH,133
297027,FULL MATCH,154
297029,FULL MATCH,148
297031,FULL MATCH,"131, 178"
297032,FULL MATCH,118
297033,FULL MATCH,119
297034,FULL MATCH,152
297036,FULL MATCH,160
297037,FULL MATCH,156
297038,FULL MATCH,185
297039,FULL MATCH,162
297040,FULL MATCH,164
297041,FULL MATCH,"151, 153"
297042,FULL MATCH,174
297044,FULL MATCH,184
297045,AMBIGUOUS MATCH,"119, 183"
297046,FULL MATCH,173
297047,FULL MATCH,176
297048,FULL MATCH,180
297049,FULL MATCH,"173, 180"
297050,FULL MATCH,182
297051,FULL MATCH,182
297053,FULL MATCH,178
297054,FULL MATCH,174
297055,FULL MATCH,"151, 153"
297056,FULL MATCH,182
297057,AMBIGUOUS MATCH,"128, 165, 180"
297058,FULL MATCH,166
297059,FULL MATCH,178
297060,FULL MATCH,133
297061,FULL MATCH,"131, 182"
297062,FULL MATCH,164
297063,FULL MATCH,"133, 659"
297064,FULL MATCH,158
297065,FULL MATCH,137
297066,FULL MATCH,131
297067,FULL MATCH,182
297068,FULL MATCH,152
297070,FULL MATCH,125
297071,FULL MATCH,171
297073,FULL MATCH,131
297075,AMBIGUOUS MATCH,"123, 132"
297076,FULL MATCH,119
297077,FULL MATCH,160
297078,FULL MATCH,184
297079,FULL MATCH,169
297081,FULL MATCH,143
297083,FULL MATCH,126
297084,FULL MATCH,175
297085,FULL MATCH,159
297086,FULL MATCH,158
297087,FULL MATCH,174
297088,FULL MATCH,152
297089,FULL MATCH,156
297090,FULL MATCH,"171, 659"
297091,FULL MATCH,152
297092,FULL MATCH,469
297095,FULL MATCH,514
297099,FULL MATCH,449
297114,FULL MATCH,425
297116,FULL MATCH,425
297117,FULL MATCH,62
297118,FULL MATCH,393
297119,FULL MATCH,"393, 397, 414"
297128,FULL MATCH,45
297129,FULL MATCH,549
297131,FULL MATCH,530
297132,FULL MATCH,538
297133,FULL MATCH,548
297136,FULL MATCH,402
297495,FULL MATCH,148
297623,FULL MATCH,142
297651,FULL MATCH,"156, 157"
297714,FULL MATCH,154
297735,FULL MATCH,130
297756,FULL MATCH,140
297758,FULL MATCH,140
297802,FULL MATCH,180
297807,FULL MATCH,180
297820,FULL MATCH,124
297861,FULL MATCH,126
297864,FULL MATCH,122
297866,FULL MATCH,475
297922,FULL MATCH,186
297930,FULL MATCH,420
298093,FULL MATCH,"131, 178"
298095,FULL MATCH,"131, 182"
298096,FULL MATCH,131
298115,FULL MATCH,119
298888,FULL MATCH,490
298893,FULL MATCH,496
298902,FULL MATCH,473
298915,FULL MATCH,164
298917,FULL MATCH,425
298918,FULL MATCH,408
298919,FULL MATCH,394
298920,FULL MATCH,394
298921,FULL MATCH,432
298922,FULL MATCH,416
298923,FULL MATCH,431
298924,FULL MATCH,395
298925,FULL MATCH,424
298926,NO MATCH,
298927,FULL MATCH,390
298928,FULL MATCH,390
298931,FULL MATCH,"397, 414"
298932,FULL MATCH,428
298933,FULL MATCH,415
298934,FULL MATCH,425
298935,FULL MATCH,121
298972,AMBIGUOUS MATCH,312
298990,FULL MATCH,"387, 644"
298991,FULL MATCH,"377, 387, 645"
298994,AMBIGUOUS MATCH,"91, 98, 112, 117"
298995,AMBIGUOUS MATCH,"98, 112, 117, 767"
299009,FULL MATCH,158
299010,FULL MATCH,136
299012,FULL MATCH,174
299013,FULL MATCH,174
299017,FULL MATCH,125
299018,AMBIGUOUS MATCH,"134, 167"
299023,FULL MATCH,119
299027,FULL MATCH,"171, 659"
299053,FULL MATCH,184
299069,FULL MATCH,154
299071,FULL MATCH,168
299081,FULL MATCH,129
299082,FULL MATCH,"614, 765"
299083,FULL MATCH,"244, 250, 613, 758, 764"
299084,FULL MATCH,615
299085,FULL MATCH,251
299086,FULL MATCH,251
299087,FULL MATCH,251
299088,FULL MATCH,"245, 251"
299095,FULL MATCH,66
299096,FULL MATCH,"61, 63"
299112,FULL MATCH,188
299113,FULL MATCH,188
299114,FULL MATCH,188
299116,FULL MATCH,611
299117,FULL MATCH,189
299118,FULL MATCH,189
299120,FULL MATCH,"190, 192"
299121,FULL MATCH,190
299123,FULL MATCH,"190, 192, 207"
299126,FULL MATCH,"190, 192"
299127,FULL MATCH,224
299128,FULL MATCH,223
299129,AMBIGUOUS MATCH,"213, 223"
299130,FULL MATCH,192
299131,FULL MATCH,192
299132,FULL MATCH,222
299133,FULL MATCH,222
299134,FULL MATCH,222
299135,FULL MATCH,192
299136,FULL MATCH,222
299138,FULL MATCH,222
299139,FULL MATCH,222
299143,FULL MATCH,222
299145,FULL MATCH,220
299146,FULL MATCH,193
299148,FULL MATCH,204
299149,FULL MATCH,221
299150,FULL MATCH,219
299151,FULL MATCH,"204, 219"
299156,FULL MATCH,218
299157,FULL MATCH,218
299158,FULL MATCH,195
299159,FULL MATCH,218
299160,FULL MATCH,216
299161,FULL MATCH,221
299162,FULL MATCH,216
299163,FULL MATCH,216
299164,FULL MATCH,216
299169,FULL MATCH,"525, 526"
299170,FULL MATCH,195
299171,FULL MATCH,207
299173,FULL MATCH,217
299175,FULL MATCH,207
299176,FULL MATCH,212
299178,FULL MATCH,212
299179,FULL MATCH,549
299180,FULL MATCH,547
299181,FULL MATCH,547
299183,FULL MATCH,535
299185,FULL MATCH,196
299186,FULL MATCH,196
299187,FULL MATCH,196
299188,FULL MATCH,"190, 192"
299189,FULL MATCH,209
299195,FULL MATCH,217
299196,FULL MATCH,212
299198,FULL MATCH,198
299203,FULL MATCH,200
299204,FULL MATCH,"200, 215"
299205,FULL MATCH,212
299206,FULL MATCH,200
299209,FULL MATCH,"201, 214"
299210,FULL MATCH,201
299212,FULL MATCH,201
299214,FULL MATCH,202
299215,FULL MATCH,202
299216,FULL MATCH,202
299218,FULL MATCH,202
299223,FULL MATCH,"208, 220"
299224,FULL MATCH,205
299225,FULL MATCH,205
299226,FULL MATCH,205
299227,FULL MATCH,205
299228,FULL MATCH,208
299229,FULL MATCH,217
299230,FULL MATCH,208
299232,FULL MATCH,218
299233,FULL MATCH,214
299234,FULL MATCH,"188, 214"
299236,FULL MATCH,214
299237,AMBIGUOUS MATCH,"211, 214"
299238,FULL MATCH,214
299240,FULL MATCH,208
299252,FULL MATCH,391
299255,FULL MATCH,406
299271,AMBIGUOUS MATCH,"208, 222"
299272,FULL MATCH,192
299273,FULL MATCH,224
299278,FULL MATCH,390
299284,FULL MATCH,206
299285,FULL MATCH,209
299288,FULL MATCH,209
299289,FULL MATCH,407
299291,FULL MATCH,"206, 221"
299293,FULL MATCH,209
299296,FULL MATCH,209
299297,FULL MATCH,209
299298,FULL MATCH,203
299299,FULL MATCH,432
299300,FULL MATCH,209
299301,FULL MATCH,209
299304,FULL MATCH,215
299306,FULL MATCH,215
299307,FULL MATCH,215
299316,FULL MATCH,209
299317,FULL MATCH,524
299318,FULL MATCH,525
299319,FULL MATCH,525
299320,FULL MATCH,534
299321,FULL MATCH,534
299322,FULL MATCH,545
299323,FULL MATCH,545
299325,FULL MATCH,545
299326,FULL MATCH,631
299327,FULL MATCH,530
299328,FULL MATCH,550
299329,FULL MATCH,527
299330,FULL MATCH,527
299331,NO MATCH,
299332,FULL MATCH,527
299333,FULL MATCH,527
299334,FULL MATCH,545
299335,FULL MATCH,545
299337,FULL MATCH,209
299416,FULL MATCH,542
299417,FULL MATCH,527
299448,FULL MATCH,217
299454,FULL MATCH,209
299456,FULL MATCH,608
299457,FULL MATCH,"27, 609"
299458,FULL MATCH,41
299500,FULL MATCH,579
